Grid Size,100
NULL,NodeType,GridX,GridY,Length,Width,Height,PosX,PosY,PosZ
1,1,0,0,0,0,0,0,0,0
0,1,1,61,1,1,0,-49.0,11.0,3.0
0,1,2,61,1,1,0,-48.0,11.0,3.0
0,1,2,62,1,1,0,-48.0,12.0,3.0
0,1,2,63,1,1,0,-48.0,13.0,3.0
0,1,1,63,1,1,0,-49.0,13.0,3.0
0,0,1,63,1,1,0,-49.0,13.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,62,1,1,0,-49.0,12.0,3.0
0,1,2,62,1,1,0,-48.0,12.0,3.0
0,1,2,63,1,1,0,-48.0,13.0,3.0
0,1,2,64,1,1,0,-48.0,14.0,3.0
0,1,1,64,1,1,0,-49.0,14.0,3.0
0,0,1,64,1,1,0,-49.0,14.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,63,1,1,0,-49.0,13.0,3.0
0,1,2,63,1,1,0,-48.0,13.0,3.0
0,1,2,64,1,1,0,-48.0,14.0,3.0
0,1,2,65,1,1,0,-48.0,15.0,3.0
0,1,1,65,1,1,0,-49.0,15.0,3.0
0,0,1,65,1,1,0,-49.0,15.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,64,1,1,0,-49.0,14.0,3.0
0,1,2,64,1,1,0,-48.0,14.0,3.0
0,1,2,65,1,1,0,-48.0,15.0,3.0
0,1,2,66,1,1,0,-48.0,16.0,3.0
0,1,1,66,1,1,0,-49.0,16.0,3.0
0,0,1,66,1,1,0,-49.0,16.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,65,1,1,0,-49.0,15.0,3.0
0,1,2,65,1,1,0,-48.0,15.0,3.0
0,1,2,66,1,1,0,-48.0,16.0,3.0
0,1,2,67,1,1,0,-48.0,17.0,3.0
0,1,1,67,1,1,0,-49.0,17.0,3.0
0,0,1,67,1,1,0,-49.0,17.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,66,1,1,0,-49.0,16.0,3.0
0,1,2,66,1,1,0,-48.0,16.0,3.0
0,1,2,67,1,1,0,-48.0,17.0,3.0
0,1,2,68,1,1,0,-48.0,18.0,3.0
0,1,1,68,1,1,0,-49.0,18.0,3.0
0,0,1,68,1,1,0,-49.0,18.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,67,1,1,0,-49.0,17.0,3.0
0,1,2,67,1,1,0,-48.0,17.0,3.0
0,1,2,68,1,1,0,-48.0,18.0,3.0
0,1,2,69,1,1,0,-48.0,19.0,3.0
0,1,1,69,1,1,0,-49.0,19.0,3.0
0,0,1,69,1,1,0,-49.0,19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,68,1,1,0,-49.0,18.0,3.0
0,1,2,68,1,1,0,-48.0,18.0,3.0
0,1,2,69,1,1,0,-48.0,19.0,3.0
0,1,2,70,1,1,0,-48.0,20.0,3.0
0,1,1,70,1,1,0,-49.0,20.0,3.0
0,0,1,70,1,1,0,-49.0,20.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,69,1,1,0,-49.0,19.0,3.0
0,1,2,69,1,1,0,-48.0,19.0,3.0
0,1,2,70,1,1,0,-48.0,20.0,3.0
0,1,2,71,1,1,0,-48.0,21.0,3.0
0,1,1,71,1,1,0,-49.0,21.0,3.0
0,0,1,71,1,1,0,-49.0,21.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,70,1,1,0,-49.0,20.0,3.0
0,1,2,70,1,1,0,-48.0,20.0,3.0
0,1,2,71,1,1,0,-48.0,21.0,3.0
0,1,2,72,1,1,0,-48.0,22.0,3.0
0,1,1,72,1,1,0,-49.0,22.0,3.0
0,0,1,72,1,1,0,-49.0,22.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,71,1,1,0,-49.0,21.0,3.0
0,1,2,71,1,1,0,-48.0,21.0,3.0
0,1,2,72,1,1,0,-48.0,22.0,3.0
0,1,2,73,1,1,0,-48.0,23.0,3.0
0,1,1,73,1,1,0,-49.0,23.0,3.0
0,0,1,73,1,1,0,-49.0,23.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,72,1,1,0,-49.0,22.0,3.0
0,1,2,72,1,1,0,-48.0,22.0,3.0
0,1,2,73,1,1,0,-48.0,23.0,3.0
0,1,2,74,1,1,0,-48.0,24.0,3.0
0,1,1,74,1,1,0,-49.0,24.0,3.0
0,0,1,74,1,1,0,-49.0,24.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,73,1,1,0,-49.0,23.0,3.0
0,1,2,73,1,1,0,-48.0,23.0,3.0
0,1,2,74,1,1,0,-48.0,24.0,3.0
0,1,2,75,1,1,0,-48.0,25.0,3.0
0,1,1,75,1,1,0,-49.0,25.0,3.0
0,0,1,75,1,1,0,-49.0,25.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,74,1,1,0,-49.0,24.0,3.0
0,1,2,74,1,1,0,-48.0,24.0,3.0
0,1,2,75,1,1,0,-48.0,25.0,3.0
0,1,2,76,1,1,0,-48.0,26.0,3.0
0,1,1,76,1,1,0,-49.0,26.0,3.0
0,0,1,76,1,1,0,-49.0,26.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,75,1,1,0,-49.0,25.0,3.0
0,1,2,75,1,1,0,-48.0,25.0,3.0
0,1,2,76,1,1,0,-48.0,26.0,3.0
0,1,2,77,1,1,0,-48.0,27.0,3.0
0,1,1,77,1,1,0,-49.0,27.0,3.0
0,0,1,77,1,1,0,-49.0,27.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,76,1,1,0,-49.0,26.0,3.0
0,1,2,76,1,1,0,-48.0,26.0,3.0
0,1,2,77,1,1,0,-48.0,27.0,3.0
0,1,2,78,1,1,0,-48.0,28.0,3.0
0,1,1,78,1,1,0,-49.0,28.0,3.0
0,0,1,78,1,1,0,-49.0,28.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,77,1,1,0,-49.0,27.0,3.0
0,1,2,77,1,1,0,-48.0,27.0,3.0
0,1,2,78,1,1,0,-48.0,28.0,3.0
0,1,2,79,1,1,0,-48.0,29.0,3.0
0,1,1,79,1,1,0,-49.0,29.0,3.0
0,0,1,79,1,1,0,-49.0,29.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,78,1,1,0,-49.0,28.0,3.0
0,1,2,78,1,1,0,-48.0,28.0,3.0
0,1,2,79,1,1,0,-48.0,29.0,3.0
0,1,2,80,1,1,0,-48.0,30.0,3.0
0,1,1,80,1,1,0,-49.0,30.0,3.0
0,0,1,80,1,1,0,-49.0,30.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,79,1,1,0,-49.0,29.0,3.0
0,1,2,79,1,1,0,-48.0,29.0,3.0
0,1,2,80,1,1,0,-48.0,30.0,3.0
0,1,2,81,1,1,0,-48.0,31.0,3.0
0,1,1,81,1,1,0,-49.0,31.0,3.0
0,0,1,81,1,1,0,-49.0,31.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,80,1,1,0,-49.0,30.0,3.0
0,1,2,80,1,1,0,-48.0,30.0,3.0
0,1,2,81,1,1,0,-48.0,31.0,3.0
0,1,2,82,1,1,0,-48.0,32.0,3.0
0,1,1,82,1,1,0,-49.0,32.0,3.0
0,0,1,82,1,1,0,-49.0,32.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,81,1,1,0,-49.0,31.0,3.0
0,1,2,81,1,1,0,-48.0,31.0,3.0
0,1,2,82,1,1,0,-48.0,32.0,3.0
0,1,2,83,1,1,0,-48.0,33.0,3.0
0,1,1,83,1,1,0,-49.0,33.0,3.0
0,0,1,83,1,1,0,-49.0,33.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,82,1,1,0,-49.0,32.0,3.0
0,1,2,82,1,1,0,-48.0,32.0,3.0
0,1,2,83,1,1,0,-48.0,33.0,3.0
0,1,2,84,1,1,0,-48.0,34.0,3.0
0,1,1,84,1,1,0,-49.0,34.0,3.0
0,0,1,84,1,1,0,-49.0,34.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,83,1,1,0,-49.0,33.0,3.0
0,1,2,83,1,1,0,-48.0,33.0,3.0
0,1,2,84,1,1,0,-48.0,34.0,3.0
0,1,2,85,1,1,0,-48.0,35.0,3.0
0,1,1,85,1,1,0,-49.0,35.0,3.0
0,0,1,85,1,1,0,-49.0,35.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,84,1,1,0,-49.0,34.0,3.0
0,1,2,84,1,1,0,-48.0,34.0,3.0
0,1,2,85,1,1,0,-48.0,35.0,3.0
0,1,2,86,1,1,0,-48.0,36.0,3.0
0,1,1,86,1,1,0,-49.0,36.0,3.0
0,0,1,86,1,1,0,-49.0,36.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,85,1,1,0,-49.0,35.0,3.0
0,1,2,85,1,1,0,-48.0,35.0,3.0
0,1,2,86,1,1,0,-48.0,36.0,3.0
0,1,2,87,1,1,0,-48.0,37.0,3.0
0,1,1,87,1,1,0,-49.0,37.0,3.0
0,0,1,87,1,1,0,-49.0,37.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,86,1,1,0,-49.0,36.0,3.0
0,1,2,86,1,1,0,-48.0,36.0,3.0
0,1,2,87,1,1,0,-48.0,37.0,3.0
0,1,2,88,1,1,0,-48.0,38.0,3.0
0,1,1,88,1,1,0,-49.0,38.0,3.0
0,0,1,88,1,1,0,-49.0,38.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,87,1,1,0,-49.0,37.0,3.0
0,1,2,87,1,1,0,-48.0,37.0,3.0
0,1,2,88,1,1,0,-48.0,38.0,3.0
0,1,2,89,1,1,0,-48.0,39.0,3.0
0,1,1,89,1,1,0,-49.0,39.0,3.0
0,0,1,89,1,1,0,-49.0,39.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,88,1,1,0,-49.0,38.0,3.0
0,1,2,88,1,1,0,-48.0,38.0,3.0
0,1,2,89,1,1,0,-48.0,39.0,3.0
0,1,2,90,1,1,0,-48.0,40.0,3.0
0,1,1,90,1,1,0,-49.0,40.0,3.0
0,0,1,90,1,1,0,-49.0,40.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,89,1,1,0,-49.0,39.0,3.0
0,1,2,89,1,1,0,-48.0,39.0,3.0
0,1,2,90,1,1,0,-48.0,40.0,3.0
0,1,2,91,1,1,0,-48.0,41.0,3.0
0,1,1,91,1,1,0,-49.0,41.0,3.0
0,0,1,91,1,1,0,-49.0,41.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,90,1,1,0,-49.0,40.0,3.0
0,1,2,90,1,1,0,-48.0,40.0,3.0
0,1,2,91,1,1,0,-48.0,41.0,3.0
0,1,2,92,1,1,0,-48.0,42.0,3.0
0,1,1,92,1,1,0,-49.0,42.0,3.0
0,0,1,92,1,1,0,-49.0,42.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,91,1,1,0,-49.0,41.0,3.0
0,1,2,91,1,1,0,-48.0,41.0,3.0
0,1,2,92,1,1,0,-48.0,42.0,3.0
0,1,2,93,1,1,0,-48.0,43.0,3.0
0,1,1,93,1,1,0,-49.0,43.0,3.0
0,0,1,93,1,1,0,-49.0,43.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,92,1,1,0,-49.0,42.0,3.0
0,1,2,92,1,1,0,-48.0,42.0,3.0
0,1,2,93,1,1,0,-48.0,43.0,3.0
0,1,2,94,1,1,0,-48.0,44.0,3.0
0,1,1,94,1,1,0,-49.0,44.0,3.0
0,0,1,94,1,1,0,-49.0,44.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,93,1,1,0,-49.0,43.0,3.0
0,1,2,93,1,1,0,-48.0,43.0,3.0
0,1,2,94,1,1,0,-48.0,44.0,3.0
0,1,2,95,1,1,0,-48.0,45.0,3.0
0,1,1,95,1,1,0,-49.0,45.0,3.0
0,0,1,95,1,1,0,-49.0,45.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,94,1,1,0,-49.0,44.0,3.0
0,1,2,94,1,1,0,-48.0,44.0,3.0
0,1,2,95,1,1,0,-48.0,45.0,3.0
0,1,2,96,1,1,0,-48.0,46.0,3.0
0,1,1,96,1,1,0,-49.0,46.0,3.0
0,0,1,96,1,1,0,-49.0,46.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,95,1,1,0,-49.0,45.0,3.0
0,1,2,95,1,1,0,-48.0,45.0,3.0
0,1,2,96,1,1,0,-48.0,46.0,3.0
0,1,2,97,1,1,0,-48.0,47.0,3.0
0,1,1,97,1,1,0,-49.0,47.0,3.0
0,0,1,97,1,1,0,-49.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,96,1,1,0,-49.0,46.0,3.0
0,1,2,96,1,1,0,-48.0,46.0,3.0
0,1,2,97,1,1,0,-48.0,47.0,3.0
0,1,2,98,1,1,0,-48.0,48.0,3.0
0,1,1,98,1,1,0,-49.0,48.0,3.0
0,0,1,98,1,1,0,-49.0,48.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,97,1,1,0,-49.0,47.0,3.0
0,1,2,97,1,1,0,-48.0,47.0,3.0
0,1,2,98,1,1,0,-48.0,48.0,3.0
0,1,2,99,1,1,0,-48.0,49.0,3.0
0,1,1,99,1,1,0,-49.0,49.0,3.0
0,0,1,99,1,1,0,-49.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,1,98,1,1,0,-49.0,48.0,3.0
0,1,2,98,1,1,0,-48.0,48.0,3.0
0,1,2,99,1,1,0,-48.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,2,1,1,1,0,-48.0,-49.0,3.0
0,1,1,2,1,1,0,-49.0,-48.0,3.0
0,1,1,1,1,1,0,-49.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,3,1,1,1,0,-47.0,-49.0,3.0
0,1,3,2,1,1,0,-47.0,-48.0,3.0
0,1,2,2,1,1,0,-48.0,-48.0,3.0
0,0,2,2,1,1,0,-48.0,-48.0,3.0
0,1,1,3,1,1,0,-49.0,-47.0,3.0
0,1,1,2,1,1,0,-49.0,-48.0,3.0
0,1,1,1,1,1,0,-49.0,-49.0,3.0
0,1,2,1,1,1,0,-48.0,-49.0,3.0
0,1,3,1,1,1,0,-47.0,-49.0,3.0
0,1,3,2,1,1,0,-47.0,-48.0,3.0
0,1,3,3,1,1,0,-47.0,-47.0,3.0
0,1,2,3,1,1,0,-48.0,-47.0,3.0
0,0,2,3,1,1,0,-48.0,-47.0,3.0
0,1,1,4,1,1,0,-49.0,-46.0,3.0
0,1,1,3,1,1,0,-49.0,-47.0,3.0
0,1,1,2,1,1,0,-49.0,-48.0,3.0
0,1,2,2,1,1,0,-48.0,-48.0,3.0
0,1,3,2,1,1,0,-47.0,-48.0,3.0
0,1,3,3,1,1,0,-47.0,-47.0,3.0
0,1,3,4,1,1,0,-47.0,-46.0,3.0
0,1,2,4,1,1,0,-48.0,-46.0,3.0
0,0,2,4,1,1,0,-48.0,-46.0,3.0
0,1,1,5,1,1,0,-49.0,-45.0,3.0
0,1,1,4,1,1,0,-49.0,-46.0,3.0
0,1,1,3,1,1,0,-49.0,-47.0,3.0
0,1,2,3,1,1,0,-48.0,-47.0,3.0
0,1,3,3,1,1,0,-47.0,-47.0,3.0
0,1,3,4,1,1,0,-47.0,-46.0,3.0
0,1,3,5,1,1,0,-47.0,-45.0,3.0
0,1,2,5,1,1,0,-48.0,-45.0,3.0
0,0,2,5,1,1,0,-48.0,-45.0,3.0
0,1,1,6,1,1,0,-49.0,-44.0,3.0
0,1,1,5,1,1,0,-49.0,-45.0,3.0
0,1,1,4,1,1,0,-49.0,-46.0,3.0
0,1,2,4,1,1,0,-48.0,-46.0,3.0
0,1,3,4,1,1,0,-47.0,-46.0,3.0
0,1,3,5,1,1,0,-47.0,-45.0,3.0
0,1,3,6,1,1,0,-47.0,-44.0,3.0
0,1,2,6,1,1,0,-48.0,-44.0,3.0
0,0,2,6,1,1,0,-48.0,-44.0,3.0
0,1,1,7,1,1,0,-49.0,-43.0,3.0
0,1,1,6,1,1,0,-49.0,-44.0,3.0
0,1,1,5,1,1,0,-49.0,-45.0,3.0
0,1,2,5,1,1,0,-48.0,-45.0,3.0
0,1,3,5,1,1,0,-47.0,-45.0,3.0
0,1,3,6,1,1,0,-47.0,-44.0,3.0
0,1,3,7,1,1,0,-47.0,-43.0,3.0
0,1,2,7,1,1,0,-48.0,-43.0,3.0
0,0,2,7,1,1,0,-48.0,-43.0,3.0
0,1,1,8,1,1,0,-49.0,-42.0,3.0
0,1,1,7,1,1,0,-49.0,-43.0,3.0
0,1,1,6,1,1,0,-49.0,-44.0,3.0
0,1,2,6,1,1,0,-48.0,-44.0,3.0
0,1,3,6,1,1,0,-47.0,-44.0,3.0
0,1,3,7,1,1,0,-47.0,-43.0,3.0
0,1,3,8,1,1,0,-47.0,-42.0,3.0
0,1,2,8,1,1,0,-48.0,-42.0,3.0
0,0,2,8,1,1,0,-48.0,-42.0,3.0
0,1,1,9,1,1,0,-49.0,-41.0,3.0
0,1,1,8,1,1,0,-49.0,-42.0,3.0
0,1,1,7,1,1,0,-49.0,-43.0,3.0
0,1,2,7,1,1,0,-48.0,-43.0,3.0
0,1,3,7,1,1,0,-47.0,-43.0,3.0
0,1,3,8,1,1,0,-47.0,-42.0,3.0
0,1,3,9,1,1,0,-47.0,-41.0,3.0
0,1,2,9,1,1,0,-48.0,-41.0,3.0
0,0,2,9,1,1,0,-48.0,-41.0,3.0
0,1,1,10,1,1,0,-49.0,-40.0,3.0
0,1,1,9,1,1,0,-49.0,-41.0,3.0
0,1,1,8,1,1,0,-49.0,-42.0,3.0
0,1,2,8,1,1,0,-48.0,-42.0,3.0
0,1,3,8,1,1,0,-47.0,-42.0,3.0
0,1,3,9,1,1,0,-47.0,-41.0,3.0
0,1,3,10,1,1,0,-47.0,-40.0,3.0
0,1,2,10,1,1,0,-48.0,-40.0,3.0
0,0,2,10,1,1,0,-48.0,-40.0,3.0
0,1,1,11,1,1,0,-49.0,-39.0,3.0
0,1,1,10,1,1,0,-49.0,-40.0,3.0
0,1,1,9,1,1,0,-49.0,-41.0,3.0
0,1,2,9,1,1,0,-48.0,-41.0,3.0
0,1,3,9,1,1,0,-47.0,-41.0,3.0
0,1,3,10,1,1,0,-47.0,-40.0,3.0
0,1,3,11,1,1,0,-47.0,-39.0,3.0
0,1,2,11,1,1,0,-48.0,-39.0,3.0
0,0,2,11,1,1,0,-48.0,-39.0,3.0
0,1,1,12,1,1,0,-49.0,-38.0,3.0
0,1,1,11,1,1,0,-49.0,-39.0,3.0
0,1,1,10,1,1,0,-49.0,-40.0,3.0
0,1,2,10,1,1,0,-48.0,-40.0,3.0
0,1,3,10,1,1,0,-47.0,-40.0,3.0
0,1,3,11,1,1,0,-47.0,-39.0,3.0
0,1,3,12,1,1,0,-47.0,-38.0,3.0
0,1,2,12,1,1,0,-48.0,-38.0,3.0
0,0,2,12,1,1,0,-48.0,-38.0,3.0
0,1,1,13,1,1,0,-49.0,-37.0,3.0
0,1,1,12,1,1,0,-49.0,-38.0,3.0
0,1,1,11,1,1,0,-49.0,-39.0,3.0
0,1,2,11,1,1,0,-48.0,-39.0,3.0
0,1,3,11,1,1,0,-47.0,-39.0,3.0
0,1,3,12,1,1,0,-47.0,-38.0,3.0
0,1,3,13,1,1,0,-47.0,-37.0,3.0
0,1,2,13,1,1,0,-48.0,-37.0,3.0
0,0,2,13,1,1,0,-48.0,-37.0,3.0
0,1,1,14,1,1,0,-49.0,-36.0,3.0
0,1,1,13,1,1,0,-49.0,-37.0,3.0
0,1,1,12,1,1,0,-49.0,-38.0,3.0
0,1,2,12,1,1,0,-48.0,-38.0,3.0
0,1,3,12,1,1,0,-47.0,-38.0,3.0
0,1,3,13,1,1,0,-47.0,-37.0,3.0
0,1,3,14,1,1,0,-47.0,-36.0,3.0
0,1,2,14,1,1,0,-48.0,-36.0,3.0
0,0,2,14,1,1,0,-48.0,-36.0,3.0
0,1,1,15,1,1,0,-49.0,-35.0,3.0
0,1,1,14,1,1,0,-49.0,-36.0,3.0
0,1,1,13,1,1,0,-49.0,-37.0,3.0
0,1,2,13,1,1,0,-48.0,-37.0,3.0
0,1,3,13,1,1,0,-47.0,-37.0,3.0
0,1,3,14,1,1,0,-47.0,-36.0,3.0
0,1,3,15,1,1,0,-47.0,-35.0,3.0
0,1,2,15,1,1,0,-48.0,-35.0,3.0
0,0,2,15,1,1,0,-48.0,-35.0,3.0
0,1,1,16,1,1,0,-49.0,-34.0,3.0
0,1,1,15,1,1,0,-49.0,-35.0,3.0
0,1,1,14,1,1,0,-49.0,-36.0,3.0
0,1,2,14,1,1,0,-48.0,-36.0,3.0
0,1,3,14,1,1,0,-47.0,-36.0,3.0
0,1,3,15,1,1,0,-47.0,-35.0,3.0
0,1,3,16,1,1,0,-47.0,-34.0,3.0
0,1,2,16,1,1,0,-48.0,-34.0,3.0
0,0,2,16,1,1,0,-48.0,-34.0,3.0
0,1,1,17,1,1,0,-49.0,-33.0,3.0
0,1,1,16,1,1,0,-49.0,-34.0,3.0
0,1,1,15,1,1,0,-49.0,-35.0,3.0
0,1,2,15,1,1,0,-48.0,-35.0,3.0
0,1,3,15,1,1,0,-47.0,-35.0,3.0
0,1,3,16,1,1,0,-47.0,-34.0,3.0
0,1,3,17,1,1,0,-47.0,-33.0,3.0
0,1,2,17,1,1,0,-48.0,-33.0,3.0
0,0,2,17,1,1,0,-48.0,-33.0,3.0
0,1,1,18,1,1,0,-49.0,-32.0,3.0
0,1,1,17,1,1,0,-49.0,-33.0,3.0
0,1,1,16,1,1,0,-49.0,-34.0,3.0
0,1,2,16,1,1,0,-48.0,-34.0,3.0
0,1,3,16,1,1,0,-47.0,-34.0,3.0
0,1,3,17,1,1,0,-47.0,-33.0,3.0
0,1,3,18,1,1,0,-47.0,-32.0,3.0
0,1,2,18,1,1,0,-48.0,-32.0,3.0
0,0,2,18,1,1,0,-48.0,-32.0,3.0
0,1,1,19,1,1,0,-49.0,-31.0,3.0
0,1,1,18,1,1,0,-49.0,-32.0,3.0
0,1,1,17,1,1,0,-49.0,-33.0,3.0
0,1,2,17,1,1,0,-48.0,-33.0,3.0
0,1,3,17,1,1,0,-47.0,-33.0,3.0
0,1,3,18,1,1,0,-47.0,-32.0,3.0
0,1,3,19,1,1,0,-47.0,-31.0,3.0
0,1,2,19,1,1,0,-48.0,-31.0,3.0
0,0,2,19,1,1,0,-48.0,-31.0,3.0
0,1,1,20,1,1,0,-49.0,-30.0,3.0
0,1,1,19,1,1,0,-49.0,-31.0,3.0
0,1,1,18,1,1,0,-49.0,-32.0,3.0
0,1,2,18,1,1,0,-48.0,-32.0,3.0
0,1,3,18,1,1,0,-47.0,-32.0,3.0
0,1,3,19,1,1,0,-47.0,-31.0,3.0
0,1,3,20,1,1,0,-47.0,-30.0,3.0
0,1,2,20,1,1,0,-48.0,-30.0,3.0
0,0,2,20,1,1,0,-48.0,-30.0,3.0
0,1,1,21,1,1,0,-49.0,-29.0,3.0
0,1,1,20,1,1,0,-49.0,-30.0,3.0
0,1,1,19,1,1,0,-49.0,-31.0,3.0
0,1,2,19,1,1,0,-48.0,-31.0,3.0
0,1,3,19,1,1,0,-47.0,-31.0,3.0
0,1,3,20,1,1,0,-47.0,-30.0,3.0
0,1,3,21,1,1,0,-47.0,-29.0,3.0
0,1,2,21,1,1,0,-48.0,-29.0,3.0
0,0,2,21,1,1,0,-48.0,-29.0,3.0
0,1,1,22,1,1,0,-49.0,-28.0,3.0
0,1,1,21,1,1,0,-49.0,-29.0,3.0
0,1,1,20,1,1,0,-49.0,-30.0,3.0
0,1,2,20,1,1,0,-48.0,-30.0,3.0
0,1,3,20,1,1,0,-47.0,-30.0,3.0
0,1,3,21,1,1,0,-47.0,-29.0,3.0
0,1,3,22,1,1,0,-47.0,-28.0,3.0
0,1,2,22,1,1,0,-48.0,-28.0,3.0
0,0,2,22,1,1,0,-48.0,-28.0,3.0
0,1,1,23,1,1,0,-49.0,-27.0,3.0
0,1,1,22,1,1,0,-49.0,-28.0,3.0
0,1,1,21,1,1,0,-49.0,-29.0,3.0
0,1,2,21,1,1,0,-48.0,-29.0,3.0
0,1,3,21,1,1,0,-47.0,-29.0,3.0
0,1,3,22,1,1,0,-47.0,-28.0,3.0
0,1,3,23,1,1,0,-47.0,-27.0,3.0
0,1,2,23,1,1,0,-48.0,-27.0,3.0
0,0,2,23,1,1,0,-48.0,-27.0,3.0
0,1,1,24,1,1,0,-49.0,-26.0,3.0
